Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
681,negative,Anies-Sandi,Kita mencari PELAYAN MASYARAKAT bukan PEMENANG PILKADA. #AhokDjarot #AniesSandi,cari layan masyarakat menang pilkada ahokdjarot aniessandi
682,negative,Anies-Sandi,"Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus, pantes portal beritanya sepi melempem. Payah!",heran baca berita berita aniessandi negatif portal berita sepi melempem payah
683,negative,Anies-Sandi,"#AniesSandi berpihak atau tidak, adil atau tidak, bisa dilihat kok nanti dari titik2 Iklan di DKI. Di dominasi media @Hary_Tanoe atau tidak!",aniessandi adil lihat iklan dki dominasi media hary tanoe
684,negative,Anies-Sandi,Andai saja ahok muslim pasti menang.. #pilkadaDKI #AhokDjarot #AniesSandi,ahok muslim menang pilkadadki ahokdjarot aniessandi
685,negative,Anies-Sandi,Ente Kafirun nantangin laskar #AniesSandi ??! Kite cari ente !! #JakartaBersyariah https://twitter.com,ente kafirun menantang laskar aniessandi cari ente jakartabersyariah twitter
686,negative,Anies-Sandi,"BIADAB !!! Kelakuan Kelompok Pendukung #AniesSandi Melebihi ""PENJAJAH"" & Terbukti Melampaui Kemampuan IBLIS #GueCintaNKRI #MasjidUntukSemua",biadab laku kelompok dukung aniessandi jajah bukti lampau iblis guecintankri masjiduntuksemua
687,negative,Anies-Sandi,kelakuan busuk lalu beri alasan busuk. sekarang lempar tai sembunyi tangan lalu nunjuk yang lain. MEMALUKAN klakuan pendukung #AniesSandi,laku busuk alas busuk lempar tahi sembunyi tangan nunjuk malu kelakuan dukung aniessandi
688,negative,Anies-Sandi,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,masjid alat balas dendam takbir lontar puas benci parah dukung aniessandi
689,negative,Anies-Sandi,Sangat Buruknya Klakuan Pndukung #AniesSandi Stelah Ceramah Politik di Masjid Lanjut Takbir Pengusiran Djarot dri Masjid,buruk kelakuan pndukung aniessandi ceramah politik masjid takbir usir djarot masjid
690,negative,Anies-Sandi,Kuota @aagym lagi abis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota aagym habis berita warta mui mata pilkadadki aniessandi voteahok ahokdjarot
691,negative,Anies-Sandi,Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!,akun cangharis akun provokator timses aniessandi timeline cangharis akun ahokers waspada
692,negative,Anies-Sandi,#aniessandi #bhinekatunggalika #isusara Kubu Anies-Sandi Serukan Stop Politisasi Kebhinekaan http://dlvr.it/NtcTLN,aniessandi bhinekatunggalika isusara kubu anies sandi seruk stop polituisasi kebhinekaan dlvr ntctln
693,negative,Anies-Sandi,#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!,syuhadatps kawal mati kawal menang aniessandi anieskalahmuslimmarah
694,negative,Anies-Sandi,FITNAH !!! Akun #HoaxerPanik #HoaxerKepanasan sebentar lagi #AniesSandi menang !,fitnah akun hoaxerpanik hoaxerkepanasan sebentar aniessandi menang
695,negative,Anies-Sandi,"Mobil mobil yang kena macet ke arah Mall Taman Anggrek , tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!",mobil mobil kena macet mall taman anggrek tempelin stiker sopir pilih aniessandi
696,negative,Anies-Sandi,"Hari ini bhineka tunggal ika tidak akan berlaku, karena kita di hdapkan dengan pilihan yang berbeda. #aniessandi #StopPolitisasiBhinneka",bhineka tunggal ika laku hdapkan pilih beda aniessandi stoppolitisasibhinneka
697,negative,Anies-Sandi,Tadinya saya suka baca @okezonenews tapi  isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,suka baca okezonenews isi aniessandi media sikap netral basukidjarot
698,negative,Anies-Sandi,Bagian 1 .. Bukti Radikalis Pendukung Teroris Di Belakang @AniesBaswedan #AniesSandi #AhokDjarot #MencariPemimpin,bukti radikal dukung teroris aniesbaswedan aniessandi ahokdjarot mencaripemimpin
699,negative,Anies-Sandi,"Cuma kota Jakarta, PKS di Papua malah berkoalisi dukung gubernur Kristen #AniesSandi #SandiUnoCabul",kota jakarta pks papua koalisi dukung gubernur kristen aniessandi sandiunocabul
700,negative,Anies-Sandi,"tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis, tapi konseptualnya absurd banget.",tulis fahiraidris membranding aniessandi pluralis konseptual absurd
701,negative,Anies-Sandi,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce,ahok nista agama menang pilkada logika timses aniesbaswedan matanajwadebatjakarta salambersama okeoce
702,negative,Anies-Sandi,"Yang lain mabuk miras sama mabok kecubung, lha aku mabuk #OKEOCE",mabuk miras mabok kecubung mabuk okeoce
703,negative,Anies-Sandi,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,jiplak program okeoce dukung nista agama
704,negative,Anies-Sandi,"garansi nya global kak, refurbish, garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar)",garansi global refurbish garansi bank okeoce cacat produksi tukar kasar
705,negative,Anies-Sandi,"Munafik, katanya tidak boleh jualan agama, tapi paling frontal bawa agama, sabar min @Gerindra yang penting #OkeOce",munafik jual agama frontal bawa agama sabar gerindra okeoce
706,negative,Anies-Sandi,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,karang bunga ahok djarot anis sandi grining face with smile eye
707,negative,Anies-Sandi,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,laku anies sandi menang pilkada dki blusukan heli ujung kulon papua grining face with smile eye
708,negative,Anies-Sandi,"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi",lucu pilkada dki ahok djarot kalah simpati masyarakat banding menang anies sandi
709,negative,Anies-Sandi,"Kalo Ahok kalah, Anies-Sandi menang? Paling juga Jakarta akan seperti dulu lagi, saling rukun, koruptornya <grining face with smile eye> <grining face with smile eye> <Lying Face> <Lying Face> #PilkadaDKI",ahok kalah anies sandi menang jakarta rukun koruptor grining face with smile eye grining face with smile eye lying face lying face pilkadadki
710,negative,Anies-Sandi,"Berita Badja: Rencana Ahok jika menang atau kalah, Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI",berita badja rencana ahok menang kalah berita anies sandi curang besar mengalahkan pilkadadki
711,negative,Anies-Sandi,ANIES SANDI Kalah di Debat Final Pilkada DKI https://goo.gl/eEwlma  via @KaskusTV,anies sandi kalah debat final pilkada dki goo gl eewlma kaskustv
712,negative,Anies-Sandi,"Jadi kalo kalah, pasti badja berbuat curang? Picik <Grimacing Face>  Prabowo Sebut Anies-Sandi Akan Menang Pilkada DKI jika Tidak Dicurangi",kalah badja curang picik grimacing face prabowo anies sandi menang pilkada dki curang
713,negative,Anies-Sandi,Kenapa waktu kampanye Sandi malah ke Cianjur? Anies minta dukungan Aher? Hhmm.. Jabar siap2 dilanda Anies-Sandi 2018 <Zipper-Mouth Face> Siap2 kalah Pilkada,kampanye sandi cianjur anies dukung aher hhmm jabar landa anies sandi zipper mouth face kalah pilkada
714,negative,Anies-Sandi,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,pilkada panitia kaos salam panitia tim menang anies sandi main licik kalah
715,negative,Anies-Sandi,"Setelah AHY kalah di pilkada DKI putaran 1, menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox.",ahy kalah pilkada dki putar tuju putar anies sandi serang habis habis ahox
716,negative,Anies-Sandi,#Paslon3  Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education,anies sandi kalah pilkadadki pindah nyalon kab bogor kayaknya cocok bogor butuh entrepreneurship education
717,negative,Anies-Sandi,"Kekuatan partai2 di Jatim mei 2017, paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..",kuat jatim mei paska pilkada dki perhati partai dukung anies sandi turun
718,negative,Anies-Sandi,anies sandi menang pilkada dki #terimakasihFPI,anies sandi menang pilkada dki terimakasihfpi
719,negative,Anies-Sandi,"cek kaos para pendukung Anies-Sandi,kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran, dan mereka bicara rekonsiliasi",cek kaos dukung anies sandi provokatif pilkada dki syukur bicara rekonsiliasi
720,negative,Anies-Sandi,"Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta, boleh dong RT. <Zipper-Mouth Face>",anies sandi menang pilkada dki menang visi misi program jakarta rt zipper mouth face
721,negative,Anies-Sandi,"Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid, musolah masa seperti itu kampanye politik pilkada,tiap pengajian bagi2 duit",paslon aniessandy curang kampanye masjid musolah kampanye politik pilkada kaji duit
722,negative,Anies-Sandi,"DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur, gubenur baru babak belur",dp angsur program sengsarain cagub periode aniessandy kabur gubenur babak bur
723,negative,Anies-Sandi,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,tunggu konfirmasi bini muda aniesbaswedan ratnaspaet okeoce salambersama ngeles
724,negative,Anies-Sandi,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,fitnah menteri didik binimuda duh aspal aniesbaswedan selenakoe anies sibuk urus istri muda
725,negative,Anies-Sandi,"Artis bor sumur ngebor lagi,mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>",artis bor sumur ngebor kaku tangan anissandi okeoce ok hand
726,negative,Anies-Sandi,"Dan nginulpun terdiam <Face Without Mouth> . #dacademy4 Salam #OkeOce, #CoblosPecinya",nginulpun diam face without mouth salam okeoce coblospecinya
727,negative,Anies-Sandi,"Wajah politik santun penuh kata mAnies bertabur wacana, dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2",wajah politik santun penuh manies tabur wacana dusta sandiwara okeoce salambersama tetapahok
728,negative,Anies-Sandi,"Hati2 terprovokasi ya teman. Ini bukan wajah islam, ini wajah politik. <Disappointed Face>",provokasi teman wajah islam wajah politik disappointed face
729,negative,Anies-Sandi,"orang kaya mah bebas, tajir melintir. Alhamdullilah. #OkeOce",bebas tajir melintir alhamdullilah okeoce
730,negative,Anies-Sandi,Oh ya? #OkeOce,oh okeoce
731,negative,Anies-Sandi,Intelijen bayaran itu yang bermain tapi Alhamdulillah masyarakat CERDAS menanggapinya #OkeOce,intelijen bayar main masyarakat cerdas tanggap okeoce
732,negative,Anies-Sandi,"Isis juga lagi proses hukum, terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot, asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>",isis proses hukum knapa komentar grining face grining face grining face malas betengkar anak tak enggak ber bobot ngeles okeoce person raising hand face with stuck out tongue closed eyes person running person running person running
733,negative,Anies-Sandi,#RIP Logika dan nalar @ices_ardhono #salambersama #okeoce #tetapahok #gue2 #dpNol,rip logika nalar ices ardhono salambersama okeoce tetapahok dpnol
734,negative,Anies-Sandi,@GunRomli vs @ahmadfuadanwar lebih seru nonton nya dari acara debat #okeoce,gunromli vs ahmadfuadanwar seru menonton acara debat okeoce
735,negative,Anies-Sandi,#debatfinalpilkadadki Hhahahaa.. #OkeOce atau OKE-NGOCEH??? @aniesbaswedan,debatfinalpilkadadki hhahahaa okeoce mengoceh aniesbaswedan
736,negative,Anies-Sandi,Apalagi ada yang mau berpihak sama ormas abal abal #fitsahats #firzahots #okeoce #salambersama #tetapahok #kampanyeahokjahat,ormas abal abal fitsahats firzahots okeoce salambersama tetapahok kampanyeahokjahat
737,negative,Anies-Sandi,"Cagub kerja vs cagub wacana, cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat",cagub kerja vs cagub wacana cagub fakta vs cagub dusta tetapahok salambersama okeoce beragamitubasukidjarot kampanyeahokjahat
738,negative,Anies-Sandi,@aniesbaswedan memang #pantasDipecat karena bikin masyarakat tambah bego #okeoce #salambersama #dp0 #GubernurGu3 https://twitter.com,aniesbaswedan pantasdipecat masyarakat bego okeoce salambersama twitter
739,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",polling goreng kpud netral kamvreetttt debatfinalpilkadadki okeoce
740,negative,Anies-Sandi,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,debatfinalpilkadadki oce mart jek hahaha ogah kerja ogah capek okeoce
741,negative,Anies-Sandi,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,bos cabut pasang bijak reklamasi okeoce
742,negative,Anies-Sandi,Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok,ahok akal anies manis manis bullshit debatpilkadadki okeoce teamanies teamahok
743,negative,Anies-Sandi,"Adekku baru saja mengatakan arti #OKEOCE, katanya Ogah KErja Ogah CapE <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Closed Eyes>",adekku okeoce ogah kerja ogah capek smiling face with open mouth closed eyes smiling face with open mouth closed eyes
744,negative,Anies-Sandi,"Yang penting ngecap, tidak lucu juga kan kalau diam saja #OkeOce",ngecap lucu diam okeoce
745,negative,Anies-Sandi,#okeoce mas <FACE WITH TEARS OF JOY> (jawaban saya gak muter2 kan?) <Face With Stuck-Out Tongue & Closed Eyes>,okeoce face with tears of joy enggak face with stuck out tongue closed eyes
746,negative,Anies-Sandi,Katakan tidak untuk #OkeOce #debatfinalpilkadadki,katak okeoce debatfinalpilkadadki
747,negative,Anies-Sandi,Jawaban kok #OkeOce saja,okeoce
748,negative,Anies-Sandi,Mbak Ira kusno bajunya tidak pas kurang cerah sedikit..apa Gara2 blush on nya ya #okeoce jadi tegang itu yang lagi debat  <Smiling Face With Open Mouth & Cold Sweat>  #kurangpenting,mbak ira kusno baju cerah blush on okeoce tegang debat smiling face with open mouth cold sweat kurangpenting
749,negative,Anies-Sandi,jangan susah2 pak pertanyaannya ..... Bisanya #OkeOce saja,okeoce
750,negative,Anies-Sandi,"Apapun pertanyaannya, jawabannya pasti #okeoce #DebatPilkadaDKI",okeoce debatpilkadadki
751,positive,Anies-Sandi,Kami yakin jika pasangan #AniesSandi akan membawa kemajuan dan kesejukan bagi Jakarta. #PilkadaDKI2017,pasang aniessandi bawa maju sejuk jakarta
752,positive,Anies-Sandi,#PilkadaDKI2017 KPU: Anies-Sandi unggul di seluruh Jakarta,kpu anies sandi unggul jakarta
753,positive,Anies-Sandi,Fahri Harapkan Anies-Sandi Loyal ke Jokowi #PilkadaDKI2017,fahri harap anies sandi loyal jokowi
754,positive,Anies-Sandi,"#PilkadaDKI2017 Anies Sandi Gubetnur Baru, Selamat Bekerja, Semoga amanah dan Istiqomah janji janjinya, amien ya robbal allamin",anies sandi gubetnur selamat kerja moga amanah istikamah janji janji amien robbal allamin
755,positive,Anies-Sandi,Anies Merasa Sudah Menang TKO atas Ahok #PilkadaDKI2017,anies menang tko ahok
756,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..,selamat pasang no anies sandi mari tingkat
757,positive,Anies-Sandi,Mari lebih bekerja keras dan semoga dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,mari kerja keras moga emban amanah aniessandi amanatnasional
758,positive,Anies-Sandi,Mayanlah PKS kepala dinas RT @jpnncom: PKS Jamin Anies-Sandi Tak Bedakan Warga Jakarta #PilkadaDKI2017,mayanlah pks kepala dinas rt jpnncom pks jamin anies sandi tak bedak warga jakarta
759,positive,Anies-Sandi,"macem2 ya keramaian pilkada dki. ada yang potong nenen, ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017",ramai pilkada dki potong nenen jago ngeles ramal anyway selamat anies sandi
760,positive,Anies-Sandi,Beliau unggul 58% dalam perhitungan suara Pilgub DKI 2017 versi quick count sejumlah lembaga survei. #AniesSandi #PilkadaDKI2017,unggul hitung pilgub dki versi quick count lembaga survei aniessandi
761,positive,Anies-Sandi,Udah ya netizen! Tubirnya udah! Anis Sandi kan dah menang nih. Udah. Jangan tubir mulu #pilkadadki2017,ssudeh netizen tubir ssudeh anis sandi menang ssudeh tubir
762,positive,Anies-Sandi,"Jakarta punya gubernur baru , selamat dan jangan lupa jalankan janji janji manisnya  #pilkadadki2017",jakarta gubernur selamat lupa jalan janji janji manis
763,positive,Anies-Sandi,Selamat dan sukses buat Gubernur dan wakil Gubernur Jakarta yang baru #pilkadajakarta #pilkadadki2017,selamat sukses gubernur wakil gubernur jakarta pilkadajakarta
764,positive,Anies-Sandi,"Alhamdulillah, #PilkadaDKI2017 keren, mancarli: aman lancar terkendali Tks Jakarta, sdh berikan hal menarik. Selamat u Gub-Wagub terpilih.",alhamdlulillah keren mancarli aman lancar kendali tks jakarta sludah ikan hal tarik selamat lu glub waglub pilih
765,positive,Anies-Sandi,Tugas berat menanti mas @aniesbaswedan dan bang @sandiuno . Semoga amanah mewujudkan janji dan keinginan warga Jakarta. #PilkadaDKI2017,tugas berat aniesbaswedan bang sandiuno moga amanah wujud janji warga jakarta
766,positive,Anies-Sandi,"Enak ya sekarang jadi orang JAKARTA, rumah dp 0%, kemana2 cuma 5 ribu #pilkadajakarta #pilkadadki2017 #PilkadaDKIJakarta",enak jakarta rumah dp ribu pilkadajakarta pilkadadkijakarta
767,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 @ Duren Tiga Selatan https://www.instagram.com/p/BTD7zIdFCwC/,selamat pasang no anies sandi duren selatan instagram p
768,positive,Anies-Sandi,Selamat @aniesbaswedan @sandiuno @prabowo @Fahrihamzah @fadlizon @HABIBRIZIEQFPI Atas kemenangan #pilkadaDki2017 semoga bs lebih maju DKI,selamat aniesbaswedan sandiuno prabowo fahrihamzah fadlizon habibrizieqfpi menang moga maju dki
769,positive,Anies-Sandi,Prabowo yakin Anies-Sandi menang http://ow.ly/Iadz30aYrxV  #PilkadaDKI2017,prabowo anies sandi menang ow ly
770,positive,Anies-Sandi,Selamat Pak Anies-Sandi..Gubernur dan wakil gubenur kami semoga selalu amanah #jakartaelection2017 #pilkadadki2017 @aniesbaswedan @sandiuno,selamat anies sandi gubernur wakil gubenur moga amanah aniesbaswedan sandiuno
771,positive,Anies-Sandi,"Mendengar pidato Anies barusan, berharap memang yang menang adalah gubernur baru utk Jakarta lebih baik, bukan radikalisme. #PilkadaDKI2017",dengar pidato anies barusan harap menang gubernur jakarta radikalisme
772,positive,Anies-Sandi,semoga program gubernur terpilih terwujud nyata dan program yg sedang berjalan sesuai harapan #pilkadadki2017,moga program gubernur pilih wujud nyata program jalan sesuai harap
773,positive,Anies-Sandi,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju. #pilkadadki2017",terima gubernur terima gubernur selisih mari maju
774,positive,Anies-Sandi,"Akhirnya Jakarta punya gubenur baru. Selamat untuk warga Jakarta. Semoga makin maju, aman, dan sejahtera. #pilkadadki2017",jakarta gubenur selamat warga jakarta moga maju aman sejahtera
775,positive,Anies-Sandi,HEY......yang menang jangan sombong yang kalah jangan marah!!! #pilkadadki2017,hey menang sombong kalah marah
776,positive,Anies-Sandi,"#pilkadadki2017 jika ahok djarot menang, mereka tinggal melanjutkan tugas mereka, dan jika anis sandi menang, mudah-mudahan bisa lebih baik.",ahok djarot menang tinggal tugas anis sandi menang mudah mudah
777,positive,Anies-Sandi,Kalo dilihat dari hasil QC sampai jam 14.35 sepertinya yang akan menang Anies-Sandi #pilkadadki2017,lihat qc jam menang anies sandi
778,positive,Anies-Sandi,Selamat buat Anies Sandi yang unggul dalam hitung cepat #pilkadadki2017,selamat anies sandi unggul hitung cepat
779,positive,Anies-Sandi,Sudah memilih yang berpeci #pilkadadki2017 @ Jakarta Pusat(kemayoran) https://www.instagram.com/p/BTDcTtlh6Lb/,pilih peci jakarta pusat mayor instagram p
780,positive,Anies-Sandi,#PilkadaDKI2017 semoga #AniesGubernurBaru buktikan bahwa jakarta memiliki pesta demokrasi terbaik di Indonesia !!,moga aniesgubernurbaru bukti jakarta milik pesta demokrasi
781,positive,Anies-Sandi,Lantunan Shalawat Iringi Sandiaga Uno dan Keluarga Menuju TPS https://goo.gl/fb/q4Kxjg  #seruji #fokus #pilkadadki2017,lantun shalawat iring sandiaga uno keluarga tuju tps goo gl fb suji fokus
782,positive,Anies-Sandi,"Kalau tidak mau di DUA kan, jadilah orang keTIGA #pilkadadki2017 @ Cikini, Menteng https://www.instagram.com/p/BTDS6RyjNqJ/",cikini menteng instagram p
783,positive,Anies-Sandi,"Sandi Yakin Menang, Minimal di TPS Sendiri #PilkadaDKI2017",sandi menang minimal tps
784,positive,Anies-Sandi,Ornamen Betawi Hiasi TPS 28 Tempat Anies Nyoblos. https://goo.gl/FVZA0B  #pilkadadki2017 #tps28 @aniesbaswedan,ornamen betawi hias tps anies nyoblos goo gl aniesbaswedan
785,positive,Anies-Sandi,"Aku asli suku betawi, aku akan pilih pemimpin muslim yang akan jadi pemimpin Jakarta #pilkadadki2017 #pilkadajakarta ALLAHUAKBAR 3x !!",asli suku betawi pilih pimpin muslim pimpin jakarta pilkadajakarta allahuakbar
786,positive,Anies-Sandi,Anies-Sandi Bakal Upayakan Hal Ini untuk Buruh di Jakarta #AniesSandi #Buruh #Jakarta http://bit.ly/2oXCggA,anies sandi upaya hal buruh jakarta aniessandi buruh jakarta bit ly
787,positive,Anies-Sandi,Seneng lihat expresinya #gubernurbarudkijakarta #milad19pks #aniessandi #salambersama https://www.instagram.com/p/BTgLmrBjg68/,neng lihat expresinya gubernurbarudkijakarta aniessandi salambersama instagram p
788,positive,Anies-Sandi,"Unggul di Semua Wilayah, #AniesSandi Raih 57,96% http://obsessionnews.com #AniesSandiGubernurKita #AniesSandiWiner #Ahok #AhokDjarot",unggul wilayah aniessandi raih obsessionnews aniessandigubernurkita aniessandiwiner ahok ahokdjarot
789,positive,Anies-Sandi,Manfaat #Oposisi Loyalis #Badja Terhadap Gubernur Baru DKI http://obsessionnews.com#Ahok #AhokDjarot #Anies #AniesSandi,manfaat oposisi loyalis badja hadap gubernur dki obsessionnews ahok ahokdjarot anies aniessandi
790,positive,Anies-Sandi,Anies Larang Warga DKI Buka Medsos Atas Nama Rekonsiliasi #Anies #AniesBaswedan #AniesSandi #Medsos http://www.berita168.com/ via @berita168,anies larang warga dki buka medsos nama rekonsiliasi anies aniesbaswedan aniessandi medsos
791,positive,Anies-Sandi,"Janji Kampanye, Anies Yakin APBD DKI Cukup #JanjiKampanye #AniesSandi https://www.harianbernas.com",janji kampanye anies apbd dki janjikampanye aniessandi harianbernas
792,positive,Anies-Sandi,"Keren, ada karangan bunga TANDINGAN ajakan untuk dukung #AniesSandi, lucu juga ya..",keren karang bunga tanding ajak dukung aniessandi lucu
793,positive,Anies-Sandi,Anies-Sandi Diharapkan Perhatikan Olahraga DKI Jakarta #AniesSandi #Olahraga #DKIJakarta https://www.harianbernas.com,anies sandi harap perhati olahraga dki jakarta aniessandi olahraga dkijakarta harianbernas
794,positive,Anies-Sandi,Ikhtiar #AniesSandi yang sesungguhnya adalah mengembalikan & menghadirkan keadilan bagi wargaâ€¦ https://www.instagram.com/p/BTaCJKngUzg/,ikhtiar aniessandi hadir adil wargaa instagram p btacjknguzg
795,positive,Anies-Sandi,Setelah #AniesSandi menggulirkan ide rumah #DP0 jadi makin banyak orang membicarakan rumah murah. Itulah kekuatan gagasan seorang pemimpin !,aniessandi gulir ide rumah bicara rumah murah kuat gagas pimpin
796,positive,Anies-Sandi,Ini janji Kampanye Anies_sandi bidang Wirausaha.. https://goo.gl/Ur6MRA  #PilkadaDKI #aniessandi #aniessandimenang #klikwarga #suarart,janji kampanye anies sandi bidang wirausaha goo gl pilkadadki aniessandi aniessandimenang klikwarga suarart
797,positive,Anies-Sandi,Ayo Sahabat Bersiap Kerja Nyata Bersama Untuk Jakarta #MajuBersama #AniesSandi #okoce https://www.instagram.com/p/BTYTTwogJGp/,ayo sahabat kerja nyata jakarta majubersama aniessandi okoce instagram p btyttwogjgp
798,positive,Anies-Sandi,Aku bukan orang jakarta tapi saya berdoa untuk #aniessandi,jakarta doa aniessandi
799,positive,Anies-Sandi,@temanAhok @sahaL_AS @GunRomli @addiems Karangan bunga kematian karena #AhokTumbang kekuasaannya&akan segera BERAKHIR. WELCOME #AniesSandi,temanahok sahal as gunromli addiems karang bunga mati ahoktumbang kuasa welcome aniessandi
800,positive,Anies-Sandi,Anies - Sandi: Pastikan Akan Menutup Hotel Alexis dan Malioboro http://monystars.com/hotel-alexis/  #aniessandi #sandiagauno #aniesbaswedan,anies sandi tutup hotel alexis malioboro monystars hotel alexis aniessandi sandiagauno aniesbaswedan
801,positive,Anies-Sandi,Apa Saja Dampak Kemenangan Anies-Sandi Terhadap Pergerakan Saham? - https://apaansih.id/#Apaansih #GombalinAhok #AniesSandi #UbahJakarta,menang anies sandi hadap gerak saham apaansih id apaansih gombalinahok aniessandi ubahjakarta
802,positive,Anies-Sandi,"Betul pak, #AniesSandi kecil mampu mengalahkan #AhokDjarot yang besar",aniessandi kalah ahokdjarot besar
803,positive,Anies-Sandi,Semua adalah Warga Jakarta Jadi Payungi Semua Sapa Semua Program #AniesSandi untuk Semua https://www.instagram.com,warga jakarta payung sapa program aniessandi instagram
804,positive,Anies-Sandi,Masih Seputar #PilkadaDKI http://obsessionnews.com/masih-seputar-pilkada-dki/ â€¦ #Anies #AniesSandi #Ahok #Jakarta,putar pilkadadki obsessionnews putar pilkada dki a anies aniessandi ahok jakarta
805,positive,Anies-Sandi,"Terima kasih kepada warga Jakarta yang telah memilih #AniesSandi khususnya warga Kebayoran Baru, kita kawal amanah ummat ini #SalamBersama",terima warga jakarta pilih aniessandi khusus warga kebayoran kawal amanah ummat salambersama
806,positive,Anies-Sandi,Selamat datang #GubernurBaru #AniesSandi amanah telah menanti Maju Kotanya Bahagia Warganya,selamat gubernurbaru aniessandi amanah maju kota bahagia warga
807,positive,Anies-Sandi,Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC,pasang aniessandi rupa pasang ideal merajutjakartakembali dinamika kota jakarta ilc
808,positive,Anies-Sandi,Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi,bahas counter situs anti hoax tim aniessandi
809,positive,Anies-Sandi,"@maspiyuuu fakta 58% pemilih #AniesSandi sepakat, untuk #AhokForBali1, sbaliknya pmilih #Ahok yang 42% gmana? #JanganHipokrit",maspiyuuu fakta pilih aniessandi sepakat sbaliknya pmilih ahok janganhipokrit
